time,altMsl,tas,vvi,mach,ias,alpha,nx,ny,nz,x,y,z
5.228700e+01,2.162880e+02,1.258233e+02,1.777034e+00,3.706595e-01,1.245215e+02,1.543456e+01,1.331522e+00,2.396934e+00,-1.544223e-02,-3.006322e+05,2.162897e+02,5.272023e+05
5.230400e+01,2.163191e+02,1.259351e+02,1.744608e+00,3.709891e-01,1.246319e+02,1.536808e+01,1.331979e+00,2.389278e+00,-1.648738e-02,-3.006301e+05,2.163191e+02,5.272027e+05
5.232100e+01,2.163396e+02,1.260102e+02,1.722817e+00,3.712104e-01,1.247061e+02,1.532428e+01,1.332270e+00,2.384223e+00,-1.724294e-02,-3.006280e+05,2.163482e+02,5.272031e+05
5.233700e+01,2.163698e+02,1.261237e+02,1.689875e+00,3.715448e-01,1.248183e+02,1.525942e+01,1.332663e+00,2.376578e+00,-1.849800e-02,-3.006260e+05,2.163749e+02,5.272035e+05
5.235400e+01,2.163995e+02,1.262382e+02,1.656696e+00,3.718822e-01,1.249314e+02,1.519568e+01,1.333114e+00,2.369373e+00,-1.966033e-02,-3.006239e+05,2.164028e+02,5.272039e+05
5.237100e+01,2.164286e+02,1.263536e+02,1.623358e+00,3.722224e-01,1.250455e+02,1.513314e+01,1.333613e+00,2.362695e+00,-2.082009e-02,-3.006218e+05,2.164302e+02,5.272043e+05
5.238700e+01,2.164476e+02,1.264311e+02,1.601065e+00,3.724507e-01,1.251220e+02,1.509214e+01,1.333917e+00,2.358351e+00,-2.166541e-02,-3.006198e+05,2.164556e+02,5.272047e+05
5.240400e+01,2.164758e+02,1.265481e+02,1.567579e+00,3.727954e-01,1.252376e+02,1.503177e+01,1.334417e+00,2.352202e+00,-2.279837e-02,-3.006177e+05,2.164820e+02,5.272050e+05
5.242100e+01,2.165034e+02,1.266659e+02,1.534114e+00,3.731427e-01,1.253541e+02,1.497279e+01,1.334964e+00,2.346537e+00,-2.386437e-02,-3.006156e+05,2.165080e+02,5.272054e+05
5.243700e+01,2.165303e+02,1.267846e+02,1.500749e+00,3.734926e-01,1.254714e+02,1.491521e+01,1.335545e+00,2.341449e+00,-2.495389e-02,-3.006136e+05,2.165319e+02,5.272057e+05
5.245400e+01,2.165568e+02,1.269042e+02,1.467559e+00,3.738448e-01,1.255895e+02,1.485907e+01,1.336129e+00,2.336784e+00,-2.594303e-02,-3.006115e+05,2.165568e+02,5.272061e+05
5.247100e+01,2.165741e+02,1.269843e+02,1.445573e+00,3.740809e-01,1.256687e+02,1.482245e+01,1.336539e+00,2.333891e+00,-2.653209e-02,-3.006093e+05,2.165813e+02,5.272065e+05
5.248700e+01,2.165996e+02,1.271051e+02,1.412858e+00,3.744370e-01,1.257882e+02,1.476873e+01,1.337181e+00,2.329903e+00,-2.737378e-02,-3.006073e+05,2.166039e+02,5.272068e+05
5.250400e+01,2.166246e+02,1.272267e+02,1.380523e+00,3.747952e-01,1.259083e+02,1.471643e+01,1.337837e+00,2.326432e+00,-2.816253e-02,-3.006052e+05,2.166274e+02,5.272071e+05
5.252000e+01,2.166491e+02,1.273490e+02,1.348647e+00,3.751556e-01,1.260292e+02,1.466554e+01,1.338500e+00,2.323229e+00,-2.882616e-02,-3.006032e+05,2.166491e+02,5.272074e+05
5.253700e+01,2.166651e+02,1.274309e+02,1.327681e+00,3.753970e-01,1.261102e+02,1.463238e+01,1.338941e+00,2.321248e+00,-2.924824e-02,-3.006010e+05,2.166717e+02,5.272077e+05
5.255400e+01,2.166886e+02,1.275544e+02,1.296699e+00,3.757607e-01,1.262322e+02,1.458377e+01,1.339607e+00,2.318541e+00,-2.986088e-02,-3.005989e+05,2.166938e+02,5.272081e+05
5.257000e+01,2.167117e+02,1.276784e+02,1.266326e+00,3.761263e-01,1.263548e+02,1.453645e+01,1.340203e+00,2.316166e+00,-3.046004e-02,-3.005969e+05,2.167142e+02,5.272083e+05
5.258700e+01,2.167342e+02,1.278031e+02,1.236601e+00,3.764938e-01,1.264781e+02,1.449035e+01,1.340794e+00,2.313901e+00,-3.109272e-02,-3.005947e+05,2.167355e+02,5.272087e+05
5.260400e+01,2.167563e+02,1.279284e+02,1.207561e+00,3.768630e-01,1.266019e+02,1.444541e+01,1.341382e+00,2.311768e+00,-3.171757e-02,-3.005926e+05,2.167563e+02,5.272089e+05
5.262000e+01,2.167707e+02,1.280123e+02,1.188603e+00,3.771100e-01,1.266848e+02,1.441603e+01,1.341756e+00,2.310461e+00,-3.216029e-02,-3.005905e+05,2.167755e+02,5.272092e+05
5.263700e+01,2.167920e+02,1.281385e+02,1.160788e+00,3.774819e-01,1.268096e+02,1.437281e+01,1.342247e+00,2.308558e+00,-3.289920e-02,-3.005884e+05,2.167955e+02,5.272095e+05
5.265400e+01,2.168128e+02,1.282653e+02,1.133742e+00,3.778555e-01,1.269350e+02,1.433052e+01,1.342717e+00,2.306614e+00,-3.367686e-02,-3.005862e+05,2.168151e+02,5.272098e+05
5.267000e+01,2.168332e+02,1.283926e+02,1.107498e+00,3.782306e-01,1.270608e+02,1.428907e+01,1.343194e+00,2.304744e+00,-3.451124e-02,-3.005842e+05,2.168332e+02,5.272100e+05
5.268700e+01,2.168466e+02,1.284777e+02,1.090455e+00,3.784815e-01,1.271450e+02,1.426187e+01,1.343445e+00,2.303456e+00,-3.518042e-02,-3.005820e+05,2.168520e+02,5.272103e+05
5.270400e+01,2.168662e+02,1.286059e+02,1.065589e+00,3.788591e-01,1.272717e+02,1.422169e+01,1.343857e+00,2.301446e+00,-3.616660e-02,-3.005798e+05,2.168705e+02,5.272106e+05
5.272000e+01,2.168855e+02,1.287345e+02,1.041600e+00,3.792383e-01,1.273989e+02,1.418220e+01,1.344296e+00,2.299472e+00,-3.714059e-02,-3.005778e+05,2.168876e+02,5.272108e+05
5.273700e+01,2.169044e+02,1.288637e+02,1.018544e+00,3.796188e-01,1.275266e+02,1.414340e+01,1.344744e+00,2.297549e+00,-3.813569e-02,-3.005756e+05,2.169055e+02,5.272110e+05
5.275400e+01,2.169230e+02,1.289934e+02,9.964539e-01,3.800009e-01,1.276548e+02,1.410531e+01,1.345155e+00,2.295486e+00,-3.913593e-02,-3.005735e+05,2.169230e+02,5.272113e+05
5.277000e+01,2.169352e+02,1.290801e+02,9.822902e-01,3.802563e-01,1.277406e+02,1.408033e+01,1.345441e+00,2.294130e+00,-3.977083e-02,-3.005714e+05,2.169391e+02,5.272115e+05
5.278700e+01,2.169531e+02,1.292105e+02,9.619333e-01,3.806407e-01,1.278696e+02,1.404348e+01,1.345904e+00,2.292237e+00,-4.068298e-02,-3.005692e+05,2.169560e+02,5.272117e+05
5.280400e+01,2.169708e+02,1.293415e+02,9.426928e-01,3.810266e-01,1.279990e+02,1.400745e+01,1.346379e+00,2.290358e+00,-4.154959e-02,-3.005670e+05,2.169727e+02,5.272120e+05
5.282000e+01,2.169882e+02,1.294729e+02,9.246237e-01,3.814137e-01,1.281289e+02,1.397233e+01,1.346844e+00,2.288496e+00,-4.230531e-02,-3.005650e+05,2.169882e+02,5.272122e+05
5.283700e+01,2.169996e+02,1.295607e+02,9.132571e-01,3.816726e-01,1.282158e+02,1.394945e+01,1.347171e+00,2.287307e+00,-4.278740e-02,-3.005628e+05,2.170042e+02,5.272124e+05
5.285400e+01,2.170166e+02,1.296929e+02,8.972805e-01,3.820619e-01,1.283465e+02,1.391602e+01,1.347695e+00,2.285860e+00,-4.343498e-02,-3.005606e+05,2.170202e+02,5.272126e+05
5.287000e+01,2.170334e+02,1.298254e+02,8.826590e-01,3.824526e-01,1.284776e+02,1.388372e+01,1.348247e+00,2.284552e+00,-4.389756e-02,-3.005585e+05,2.170351e+02,5.272127e+05
5.288700e+01,2.170499e+02,1.299585e+02,8.694598e-01,3.828444e-01,1.286091e+02,1.385266e+01,1.348788e+00,2.283460e+00,-4.427084e-02,-3.005563e+05,2.170508e+02,5.272129e+05
5.290400e+01,2.170662e+02,1.300918e+02,8.577449e-01,3.832374e-01,1.287410e+02,1.382293e+01,1.349351e+00,2.282863e+00,-4.461329e-02,-3.005541e+05,2.170662e+02,5.272131e+05
5.292000e+01,2.170771e+02,1.301809e+02,8.508007e-01,3.834999e-01,1.288291e+02,1.380385e+01,1.349740e+00,2.282764e+00,-4.477076e-02,-3.005520e+05,2.170805e+02,5.272133e+05
5.293700e+01,2.170932e+02,1.303148e+02,8.417439e-01,3.838946e-01,1.289615e+02,1.377638e+01,1.350339e+00,2.282955e+00,-4.489871e-02,-3.005498e+05,2.170957e+02,5.272134e+05
5.295400e+01,2.171092e+02,1.304491e+02,8.343620e-01,3.842901e-01,1.290943e+02,1.375030e+01,1.350949e+00,2.283476e+00,-4.502664e-02,-3.005476e+05,2.171109e+02,5.272136e+05
5.297100e+01,2.171252e+02,1.305836e+02,8.287152e-01,3.846864e-01,1.292273e+02,1.372559e+01,1.351588e+00,2.284528e+00,-4.510256e-02,-3.005454e+05,2.171260e+02,5.272138e+05
5.298700e+01,2.171358e+02,1.306734e+02,8.259613e-01,3.849511e-01,1.293161e+02,1.370986e+01,1.352045e+00,2.285649e+00,-4.505533e-02,-3.005433e+05,2.171399e+02,5.272139e+05
5.300400e+01,2.171517e+02,1.308083e+02,8.233922e-01,3.853486e-01,1.294495e+02,1.368731e+01,1.352740e+00,2.287524e+00,-4.500477e-02,-3.005411e+05,2.171550e+02,5.272141e+05
5.302000e+01,2.171677e+02,1.309435e+02,8.227291e-01,3.857467e-01,1.295831e+02,1.366598e+01,1.353454e+00,2.289659e+00,-4.496512e-02,-3.005390e+05,2.171693e+02,5.272142e+05
5.303700e+01,2.171837e+02,1.310788e+02,8.240327e-01,3.861454e-01,1.297169e+02,1.364577e+01,1.354221e+00,2.292405e+00,-4.479460e-02,-3.005368e+05,2.171845e+02,5.272143e+05
5.305400e+01,2.171997e+02,1.312142e+02,8.273919e-01,3.865445e-01,1.298509e+02,1.362655e+01,1.355061e+00,2.295692e+00,-4.450760e-02,-3.005346e+05,2.171997e+02,5.272144e+05
5.307000e+01,2.172105e+02,1.313046e+02,8.307897e-01,3.868109e-01,1.299403e+02,1.361424e+01,1.355626e+00,2.297928e+00,-4.432285e-02,-3.005325e+05,2.172138e+02,5.272145e+05
5.308700e+01,2.172268e+02,1.314403e+02,8.376414e-01,3.872107e-01,1.300745e+02,1.359645e+01,1.356466e+00,2.301324e+00,-4.402278e-02,-3.005302e+05,2.172293e+02,5.272147e+05
5.310400e+01,2.172433e+02,1.315762e+02,8.466620e-01,3.876110e-01,1.302088e+02,1.357938e+01,1.357418e+00,2.305305e+00,-4.349767e-02,-3.005280e+05,2.172450e+02,5.272148e+05
5.312000e+01,2.172600e+02,1.317121e+02,8.579381e-01,3.880115e-01,1.303433e+02,1.356289e+01,1.358416e+00,2.309582e+00,-4.283749e-02,-3.005259e+05,2.172600e+02,5.272149e+05
5.313700e+01,2.172712e+02,1.318028e+02,8.667267e-01,3.882787e-01,1.304329e+02,1.355217e+01,1.359107e+00,2.312565e+00,-4.230966e-02,-3.005237e+05,2.172756e+02,5.272150e+05
5.315400e+01,2.172883e+02,1.319389e+02,8.818159e-01,3.886798e-01,1.305675e+02,1.353647e+01,1.360097e+00,2.316986e+00,-4.144984e-02,-3.005214e+05,2.172919e+02,5.272150e+05
5.317000e+01,2.173058e+02,1.320751e+02,8.993266e-01,3.890811e-01,1.307022e+02,1.352107e+01,1.361263e+00,2.322560e+00,-4.003064e-02,-3.005193e+05,2.173076e+02,5.272151e+05
5.318700e+01,2.173236e+02,1.322114e+02,9.193449e-01,3.894826e-01,1.308369e+02,1.350585e+01,1.362392e+00,2.328526e+00,-3.843266e-02,-3.005171e+05,2.173245e+02,5.272152e+05
5.320400e+01,2.173418e+02,1.323477e+02,9.418398e-01,3.898842e-01,1.309717e+02,1.349068e+01,1.363385e+00,2.334147e+00,-3.682983e-02,-3.005148e+05,2.173418e+02,5.272153e+05
5.322100e+01,2.173542e+02,1.324386e+02,9.582164e-01,3.901520e-01,1.310615e+02,1.348054e+01,1.364032e+00,2.338030e+00,-3.557253e-02,-3.005126e+05,2.173590e+02,5.272153e+05
5.323700e+01,2.173731e+02,1.325749e+02,9.849339e-01,3.905536e-01,1.311963e+02,1.346509e+01,1.365029e+00,2.344559e+00,-3.330612e-02,-3.005105e+05,2.173761e+02,5.272154e+05
5.325400e+01,2.173926e+02,1.327112e+02,1.014169e+00,3.909552e-01,1.313311e+02,1.344923e+01,1.365921e+00,2.350680e+00,-3.113106e-02,-3.005082e+05,2.173946e+02,5.272154e+05
5.327000e+01,2.174126e+02,1.328475e+02,1.045827e+00,3.913569e-01,1.314659e+02,1.343280e+01,1.366701e+00,2.356108e+00,-2.886251e-02,-3.005061e+05,2.174126e+02,5.272155e+05
5.328700e+01,2.174263e+02,1.329384e+02,1.068294e+00,3.916246e-01,1.315557e+02,1.342143e+01,1.367232e+00,2.360163e+00,-2.697147e-02,-3.005038e+05,2.174316e+02,5.272155e+05
5.330400e+01,2.174473e+02,1.330746e+02,1.104028e+00,3.920262e-01,1.316904e+02,1.340361e+01,1.367959e+00,2.365986e+00,-2.427076e-02,-3.005016e+05,2.174517e+02,5.272155e+05
5.332000e+01,2.174689e+02,1.332109e+02,1.142098e+00,3.924278e-01,1.318251e+02,1.338473e+01,1.368591e+00,2.371207e+00,-2.162211e-02,-3.004994e+05,2.174712e+02,5.272155e+05
5.333700e+01,2.174912e+02,1.333472e+02,1.182380e+00,3.928294e-01,1.319599e+02,1.336464e+01,1.369125e+00,2.375804e+00,-1.864725e-02,-3.004972e+05,2.174924e+02,5.272156e+05
5.335400e+01,2.175142e+02,1.334835e+02,1.224853e+00,3.932311e-01,1.320946e+02,1.334315e+01,1.369601e+00,2.380588e+00,-1.551832e-02,-3.004949e+05,2.175142e+02,5.272156e+05
5.337000e+01,2.175300e+02,1.335744e+02,1.254318e+00,3.934989e-01,1.321845e+02,1.332787e+01,1.369871e+00,2.383439e+00,-1.357704e-02,-3.004928e+05,2.175350e+02,5.272156e+05
5.338700e+01,2.175542e+02,1.337108e+02,1.300111e+00,3.939008e-01,1.323193e+02,1.330323e+01,1.370192e+00,2.386677e+00,-1.074969e-02,-3.004905e+05,2.175581e+02,5.272156e+05
5.340400e+01,2.175793e+02,1.338473e+02,1.347683e+00,3.943030e-01,1.324542e+02,1.327633e+01,1.370408e+00,2.389137e+00,-7.779737e-03,-3.004882e+05,2.175820e+02,5.272156e+05
5.342000e+01,2.176052e+02,1.339839e+02,1.396904e+00,3.947054e-01,1.325892e+02,1.324691e+01,1.370546e+00,2.391055e+00,-5.072349e-03,-3.004861e+05,2.176052e+02,5.272155e+05
5.343700e+01,2.176229e+02,1.340750e+02,1.430548e+00,3.949740e-01,1.326792e+02,1.322581e+01,1.370588e+00,2.391903e+00,-3.342879e-03,-3.004838e+05,2.176300e+02,5.272155e+05
5.345400e+01,2.176502e+02,1.342119e+02,1.482092e+00,3.953773e-01,1.328145e+02,1.319182e+01,1.370560e+00,2.391760e+00,-8.415185e-04,-3.004815e+05,2.176561e+02,5.272155e+05
5.347000e+01,2.176783e+02,1.343490e+02,1.534778e+00,3.957814e-01,1.329500e+02,1.315503e+01,1.370420e+00,2.390805e+00,1.564443e-03,-3.004794e+05,2.176814e+02,5.272155e+05
5.348700e+01,2.177073e+02,1.344863e+02,1.588456e+00,3.961862e-01,1.330858e+02,1.311539e+01,1.370209e+00,2.389482e+00,3.665303e-03,-3.004771e+05,2.177089e+02,5.272154e+05
5.350400e+01,2.177373e+02,1.346240e+02,1.642960e+00,3.965918e-01,1.332218e+02,1.307291e+01,1.369904e+00,2.387013e+00,5.616438e-03,-3.004748e+05,2.177373e+02,5.272154e+05
5.352000e+01,2.177577e+02,1.347160e+02,1.679657e+00,3.968630e-01,1.333127e+02,1.304304e+01,1.369636e+00,2.384688e+00,6.841023e-03,-3.004726e+05,2.177645e+02,5.272153e+05
5.353700e+01,2.177892e+02,1.348543e+02,1.735138e+00,3.972704e-01,1.334494e+02,1.299601e+01,1.369159e+00,2.380947e+00,8.466320e-03,-3.004704e+05,2.177944e+02,5.272152e+05
5.355400e+01,2.178216e+02,1.349930e+02,1.791049e+00,3.976791e-01,1.335864e+02,1.294633e+01,1.368623e+00,2.376929e+00,9.895651e-03,-3.004681e+05,2.178252e+02,5.272152e+05
5.357000e+01,2.178549e+02,1.351321e+02,1.847248e+00,3.980890e-01,1.337238e+02,1.289411e+01,1.367992e+00,2.371792e+00,1.119449e-02,-3.004659e+05,2.178549e+02,5.272151e+05
5.358700e+01,2.178777e+02,1.352251e+02,1.884792e+00,3.983631e-01,1.338157e+02,1.285794e+01,1.367509e+00,2.368053e+00,1.189708e-02,-3.004636e+05,2.178871e+02,5.272150e+05
5.360400e+01,2.179126e+02,1.353649e+02,1.941161e+00,3.987753e-01,1.339539e+02,1.280177e+01,1.366754e+00,2.362426e+00,1.284906e-02,-3.004613e+05,2.179203e+02,5.272149e+05
5.362100e+01,2.179484e+02,1.355053e+02,1.997536e+00,3.991890e-01,1.340926e+02,1.274335e+01,1.365948e+00,2.356529e+00,1.370457e-02,-3.004590e+05,2.179544e+02,5.272149e+05
5.363700e+01,2.179852e+02,1.356462e+02,2.053775e+00,3.996042e-01,1.342317e+02,1.268279e+01,1.365037e+00,2.349526e+00,1.433959e-02,-3.004568e+05,2.179873e+02,5.272148e+05
5.365400e+01,2.180229e+02,1.357876e+02,2.109776e+00,4.000210e-01,1.343714e+02,1.262024e+01,1.364068e+00,2.342486e+00,1.479550e-02,-3.004545e+05,2.180229e+02,5.272147e+05
5.367000e+01,2.180486e+02,1.358822e+02,2.146960e+00,4.002996e-01,1.344648e+02,1.257749e+01,1.363414e+00,2.337804e+00,1.508724e-02,-3.004524e+05,2.180572e+02,5.272146e+05
5.368700e+01,2.180879e+02,1.360245e+02,2.202458e+00,4.007192e-01,1.346054e+02,1.251181e+01,1.362387e+00,2.330221e+00,1.545304e-02,-3.004501e+05,2.180945e+02,5.272144e+05
5.370400e+01,2.181282e+02,1.361674e+02,2.257501e+00,4.011403e-01,1.347466e+02,1.244442e+01,1.361275e+00,2.322000e+00,1.559690e-02,-3.004478e+05,2.181327e+02,5.272143e+05
5.372000e+01,2.181693e+02,1.363109e+02,2.312037e+00,4.015632e-01,1.348883e+02,1.237543e+01,1.360148e+00,2.313846e+00,1.572169e-02,-3.004456e+05,2.181693e+02,5.272142e+05
5.373700e+01,2.181973e+02,1.364069e+02,2.348103e+00,4.018461e-01,1.349831e+02,1.232858e+01,1.359381e+00,2.308352e+00,1.578036e-02,-3.004433e+05,2.182090e+02,5.272141e+05
5.375400e+01,2.182400e+02,1.365514e+02,2.401701e+00,4.022720e-01,1.351258e+02,1.225709e+01,1.358185e+00,2.299401e+00,1.578048e-02,-3.004409e+05,2.182496e+02,5.272139e+05
5.377000e+01,2.182836e+02,1.366965e+02,2.454607e+00,4.026998e-01,1.352692e+02,1.218427e+01,1.356920e+00,2.290181e+00,1.560154e-02,-3.004388e+05,2.182885e+02,5.272138e+05
5.378700e+01,2.183281e+02,1.368423e+02,2.506808e+00,4.031295e-01,1.354132e+02,1.211019e+01,1.355665e+00,2.281125e+00,1.547516e-02,-3.004364e+05,2.183306e+02,5.272136e+05
5.380400e+01,2.183735e+02,1.369887e+02,2.558272e+00,4.035610e-01,1.355577e+02,1.203493e+01,1.354380e+00,2.271593e+00,1.531287e-02,-3.004341e+05,2.183735e+02,5.272135e+05
5.382000e+01,2.184042e+02,1.370867e+02,2.592119e+00,4.038498e-01,1.356545e+02,1.198416e+01,1.353487e+00,2.264915e+00,1.511707e-02,-3.004319e+05,2.184146e+02,5.272133e+05
5.383700e+01,2.184511e+02,1.372342e+02,2.642168e+00,4.042846e-01,1.358001e+02,1.190719e+01,1.352121e+00,2.254941e+00,1.477004e-02,-3.004296e+05,2.184590e+02,5.272131e+05
5.385400e+01,2.184988e+02,1.373824e+02,2.691356e+00,4.047213e-01,1.359465e+02,1.182928e+01,1.350771e+00,2.244998e+00,1.449839e-02,-3.004273e+05,2.185041e+02,5.272129e+05
5.387000e+01,2.185473e+02,1.375312e+02,2.739632e+00,4.051600e-01,1.360935e+02,1.175054e+01,1.349380e+00,2.234475e+00,1.414293e-02,-3.004251e+05,2.185473e+02,5.272128e+05
5.388700e+01,2.185801e+02,1.376308e+02,2.771268e+00,4.054536e-01,1.361918e+02,1.169763e+01,1.348413e+00,2.227332e+00,1.381672e-02,-3.004228e+05,2.185939e+02,5.272126e+05
5.390400e+01,2.186300e+02,1.377808e+02,2.817894e+00,4.058957e-01,1.363399e+02,1.161772e+01,1.346988e+00,2.216718e+00,1.341660e-02,-3.004204e+05,2.186412e+02,5.272124e+05
5.392000e+01,2.186806e+02,1.379315e+02,2.863531e+00,4.063398e-01,1.364886e+02,1.153720e+01,1.345567e+00,2.206069e+00,1.304661e-02,-3.004182e+05,2.186864e+02,5.272122e+05
5.393700e+01,2.187321e+02,1.380829e+02,2.908110e+00,4.067859e-01,1.366381e+02,1.145618e+01,1.344080e+00,2.194811e+00,1.253005e-02,-3.004159e+05,2.187350e+02,5.272120e+05
5.395400e+01,2.187843e+02,1.382349e+02,2.951596e+00,4.072341e-01,1.367882e+02,1.137475e+01,1.342579e+00,2.183630e+00,1.200738e-02,-3.004136e+05,2.187843e+02,5.272118e+05
5.397000e+01,2.188195e+02,1.383367e+02,2.979986e+00,4.075340e-01,1.368886e+02,1.132028e+01,1.341595e+00,2.176255e+00,1.170309e-02,-3.004114e+05,2.188315e+02,5.272116e+05
5.398700e+01,2.188730e+02,1.384898e+02,3.021656e+00,4.079855e-01,1.370399e+02,1.123834e+01,1.340108e+00,2.164960e+00,1.123232e-02,-3.004090e+05,2.188820e+02,5.272113e+05
5.400400e+01,2.189271e+02,1.386437e+02,3.062170e+00,4.084391e-01,1.371918e+02,1.115622e+01,1.338569e+00,2.153373e+00,1.066973e-02,-3.004067e+05,2.189333e+02,5.272111e+05
5.402100e+01,2.189820e+02,1.387983e+02,3.101523e+00,4.088947e-01,1.373444e+02,1.107401e+01,1.337053e+00,2.141943e+00,1.015954e-02,-3.004043e+05,2.189851e+02,5.272109e+05
5.403700e+01,2.190189e+02,1.389017e+02,3.127118e+00,4.091996e-01,1.374465e+02,1.101919e+01,1.336046e+00,2.134367e+00,9.830216e-03,-3.004021e+05,2.190346e+02,5.272106e+05
5.405400e+01,2.190749e+02,1.390574e+02,3.164531e+00,4.096585e-01,1.376002e+02,1.093698e+01,1.334518e+00,2.122712e+00,9.309279e-03,-3.003998e+05,2.190875e+02,5.272104e+05
5.407000e+01,2.191315e+02,1.392138e+02,3.200729e+00,4.101194e-01,1.377545e+02,1.085489e+01,1.332951e+00,2.110973e+00,8.736389e-03,-3.003976e+05,2.191379e+02,5.272101e+05
5.408700e+01,2.191887e+02,1.393708e+02,3.235722e+00,4.105823e-01,1.379095e+02,1.077302e+01,1.331426e+00,2.099439e+00,8.225005e-03,-3.003952e+05,2.191920e+02,5.272099e+05
5.410400e+01,2.192466e+02,1.395285e+02,3.269512e+00,4.110471e-01,1.380652e+02,1.069141e+01,1.329902e+00,2.087804e+00,7.721216e-03,-3.003928e+05,2.192465e+02,5.272096e+05
5.412000e+01,2.192854e+02,1.396340e+02,3.291351e+00,4.113581e-01,1.381693e+02,1.063721e+01,1.328867e+00,2.079925e+00,7.361738e-03,-3.003906e+05,2.192986e+02,5.272094e+05
5.413700e+01,2.193442e+02,1.397928e+02,3.323067e+00,4.118261e-01,1.383260e+02,1.055628e+01,1.327313e+00,2.068138e+00,6.821306e-03,-3.003883e+05,2.193542e+02,5.272091e+05
5.415400e+01,2.194035e+02,1.399522e+02,3.353550e+00,4.122961e-01,1.384834e+02,1.047588e+01,1.325802e+00,2.056513e+00,6.331105e-03,-3.003859e+05,2.194103e+02,5.272088e+05
5.417000e+01,2.194634e+02,1.401123e+02,3.382791e+00,4.127680e-01,1.386414e+02,1.039609e+01,1.324285e+00,2.044755e+00,5.838080e-03,-3.003837e+05,2.194634e+02,5.272085e+05
5.418700e+01,2.195036e+02,1.402193e+02,3.401573e+00,4.130836e-01,1.387471e+02,1.034329e+01,1.323250e+00,2.036675e+00,5.457407e-03,-3.003813e+05,2.195206e+02,5.272082e+05
5.420400e+01,2.195643e+02,1.403805e+02,3.428658e+00,4.135585e-01,1.389061e+02,1.026483e+01,1.321743e+00,2.024611e+00,4.875361e-03,-3.003790e+05,2.195780e+02,5.272079e+05
5.422000e+01,2.196255e+02,1.405422e+02,3.454436e+00,4.140354e-01,1.390657e+02,1.018741e+01,1.320268e+00,2.012559e+00,4.299473e-03,-3.003767e+05,2.196324e+02,5.272076e+05
5.423700e+01,2.196871e+02,1.407046e+02,3.478862e+00,4.145140e-01,1.392260e+02,1.011119e+01,1.318749e+00,1.999498e+00,3.628407e-03,-3.003744e+05,2.196906e+02,5.272073e+05
5.425400e+01,2.197491e+02,1.408676e+02,3.501736e+00,4.149946e-01,1.393869e+02,1.003655e+01,1.317186e+00,1.984362e+00,2.791142e-03,-3.003720e+05,2.197491e+02,5.272070e+05
5.427000e+01,2.197907e+02,1.409767e+02,3.516089e+00,4.153161e-01,1.394946e+02,9.987873e+00,1.316173e+00,1.974102e+00,2.247042e-03,-3.003698e+05,2.198048e+02,5.272067e+05
5.428700e+01,2.198534e+02,1.411409e+02,3.536304e+00,4.158000e-01,1.396566e+02,9.916814e+00,1.314708e+00,1.959307e+00,1.457680e-03,-3.003674e+05,2.198640e+02,5.272064e+05
5.430400e+01,2.199165e+02,1.413057e+02,3.554914e+00,4.162859e-01,1.398192e+02,9.848514e+00,1.313212e+00,1.943449e+00,5.440837e-04,-3.003650e+05,2.199236e+02,5.272060e+05
5.432000e+01,2.199799e+02,1.414712e+02,3.571816e+00,4.167737e-01,1.399825e+02,9.783631e+00,1.311779e+00,1.927370e+00,-4.148971e-04,-3.003628e+05,2.199799e+02,5.272057e+05
5.433700e+01,2.200224e+02,1.415818e+02,3.582161e+00,4.170999e-01,1.400917e+02,9.742584e+00,1.310867e+00,1.916852e+00,-1.067253e-03,-3.003604e+05,2.200403e+02,5.272054e+05
5.435400e+01,2.200863e+02,1.417483e+02,3.596456e+00,4.175906e-01,1.402560e+02,9.684689e+00,1.309640e+00,1.903159e+00,-2.024859e-03,-3.003580e+05,2.201007e+02,5.272050e+05
5.437000e+01,2.201506e+02,1.419153e+02,3.609288e+00,4.180829e-01,1.404209e+02,9.631722e+00,1.308437e+00,1.889157e+00,-3.148466e-03,-3.003558e+05,2.201578e+02,5.272047e+05
5.438700e+01,2.202151e+02,1.420828e+02,3.620723e+00,4.185768e-01,1.405862e+02,9.584288e+00,1.307381e+00,1.876128e+00,-4.279729e-03,-3.003534e+05,2.202187e+02,5.272043e+05
5.440400e+01,2.202799e+02,1.422508e+02,3.630997e+00,4.190719e-01,1.407519e+02,9.542856e+00,1.306567e+00,1.866176e+00,-5.381139e-03,-3.003510e+05,2.202799e+02,5.272039e+05
5.442100e+01,2.203232e+02,1.423630e+02,3.637336e+00,4.194027e-01,1.408626e+02,9.518720e+00,1.306134e+00,1.860873e+00,-6.177751e-03,-3.003486e+05,2.203414e+02,5.272036e+05
5.443700e+01,2.203884e+02,1.425315e+02,3.646156e+00,4.198994e-01,1.410289e+02,9.487998e+00,1.305591e+00,1.853627e+00,-7.476552e-03,-3.003463e+05,2.203993e+02,5.272032e+05
5.445400e+01,2.204538e+02,1.427003e+02,3.654328e+00,4.203970e-01,1.411955e+02,9.464104e+00,1.305287e+00,1.848486e+00,-8.711814e-03,-3.003440e+05,2.204611e+02,5.272028e+05
5.447000e+01,2.205195e+02,1.428693e+02,3.662163e+00,4.208951e-01,1.413623e+02,9.447172e+00,1.305298e+00,1.846983e+00,-9.954954e-03,-3.003417e+05,2.205195e+02,5.272025e+05
